bus,bus_id,name,annual_TWh,annual_pct,year_peak_valley,year_std,year_peak_hour,year_valley_hour,aug_peak_valley,aug_std,aug_peak_hour,jan_peak_valley,jan_std,jan_peak_hour,season_peak_shift
bus_160,160,남대구,5.35509515526223,0.9739425342417332,1.4299861878158784,0.12613307078654729,10,4,1.5985273329632672,0.16418227370939056,14,1.4174828516287652,0.11779862020077018,10,4
bus_138,138,보성,0.25307603713587623,0.04602747660268242,1.3426426527655406,0.10445984487134607,18,3,1.599248175025262,0.1695940256205231,13,1.2431155284304904,0.06758236588868655,18,5
bus_10,10,고양,6.0182153849191815,1.0945456193884855,1.4157492781495458,0.1219469874883944,18,3,1.6026937628432576,0.17213274332847864,13,1.3899237932352062,0.11090048870076874,10,3
bus_98,98,대전세종충남,3.265780811242513,0.5939544951790504,1.417852125532135,0.12632266448795082,11,3,1.6042445131139826,0.17031697817432148,13,1.435885706389472,0.12234291166300663,10,3
bus_113,113,남전주,1.9656923042303354,0.3575046360175866,1.3975419050509752,0.12198229689667292,11,3,1.6067781311678124,0.1713587588562768,13,1.3882934722184292,0.11075370581489918,10,3
bus_169,169,함양,0.31037608183798027,0.05644875748216271,1.354965981036093,0.10641933682633166,18,3,1.6104401677186047,0.17195135232758776,13,1.2570765759586322,0.07157128165308753,18,5
bus_78,78,평창,0.4448645423618843,0.08090845955490886,1.3613734685304364,0.09937509883768579,19,3,1.6130364549607392,0.16956896863152338,13,1.2573046653233206,0.06746351117388819,18,5
bus_74,74,횡성,0.7908458319121215,0.1438328118166345,1.4119617407659601,0.12053883735369611,11,3,1.6151501270637554,0.17107647436923926,13,1.353822439311251,0.09901134898918561,10,3
bus_71,71,강릉,2.01488367237637,0.36645117466272864,1.3951591845232452,0.11701916900129272,13,3,1.6214722159667947,0.17097067395533996,13,1.3769965217045184,0.1075111148955701,10,3
bus_159,159,경산,2.4057117529743506,0.4375319081014961,1.4235791244223206,0.1250549157374996,10,3,1.622387304452153,0.17042980456450066,13,1.403250105831929,0.11272505286808772,10,3
bus_2,2,연천,0.7775529734615059,0.1414152114059327,1.4133181009487605,0.12238697970386472,11,3,1.6237069423092647,0.1751253423712682,13,1.396585777857661,0.11073152169513344,10,3
bus_128,128,광산,3.745082515767957,0.6811261145877505,1.4263934191046252,0.1272420219328127,11,3,1.6249981420700916,0.17302759953458577,14,1.4171260016096023,0.11661337109920768,10,4
bus_124,124,영광,0.8056764117135942,0.14653008087672334,1.3614487961738302,0.10883868584077883,10,3,1.6253195352182939,0.17620822004940537,13,1.3243790093036822,0.08593999365712426,9,4
bus_3,3,포천,2.459797661594551,0.4473686272224556,1.4436649907708128,0.13233639160234834,11,3,1.6340157288294257,0.1788220766589673,14,1.4191329654937266,0.12062681692537336,10,4
bus_37,37,남인천,6.4953690343396495,1.181326567451117,1.4396916734227057,0.13060166760755904,11,4,1.636351841841883,0.1748277179850904,13,1.445158535768312,0.12339342940719643,10,3
bus_130,130,화순,0.5230636616367315,0.0951306995326944,1.3517241267079219,0.10678507262122279,18,3,1.6381411304357505,0.17812025403920528,13,1.215776994160752,0.06020897400626251,18,5
bus_119,119,남원,0.6868311701278301,0.12491544427052433,1.371527770362439,0.11099110999724429,11,3,1.6404666208253917,0.17616582225580454,13,1.2741904704036358,0.07864878356145406,18,5
bus_92,92,청송,0.20363689656239342,0.03703587505970045,1.3825272695621535,0.11166387665575363,18,3,1.6408883555381095,0.17893514710819317,13,1.3202965435331193,0.08949319056600796,10,3
bus_162,162,거창,0.46539131050816274,0.08464170649236685,1.3773889789693403,0.11203996361294158,11,3,1.6410657591781714,0.17722342756263415,13,1.2742794442095076,0.07741649289589685,9,4
bus_132,132,무안,0.72180223981923,0.1312757070208355,1.3901491888501951,0.11706059433841952,11,3,1.6426636022826544,0.17656460686550074,13,1.3148924103183617,0.08738651777847836,9,4
bus_90,90,경북,1.2324044324422716,0.2241400127062345,1.4193890920794279,0.12344910047704745,11,3,1.644767700947862,0.17806299112253574,13,1.3786963383986817,0.1053597926127372,10,3
bus_4,4,동두천,2.245547794035497,0.4084025485774529,1.4385592220333199,0.1295473618171719,11,3,1.6462423580893555,0.17770917978068507,13,1.433215328334837,0.12095634487382878,10,3
bus_187,187,영도,1.5552007905670953,0.2828476722269359,1.4335255349601448,0.1284420084085666,13,4,1.65323159967318,0.17894359078782698,14,1.4252318351585385,0.11746819957585362,10,4
bus_6,6,강화,0.577682058817166,0.10506426347952012,1.4058365585811265,0.12026731169759723,18,3,1.654798332525927,0.1824117166284665,13,1.386310444628423,0.10851153445391862,10,3
bus_182,182,서부산,3.257776556608349,0.592498744381522,1.4785684863448634,0.13899747129077764,10,4,1.6630328275652084,0.1795864416766547,14,1.4605001519012353,0.13009385675267104,9,5
bus_178,178,김해,5.673041997518216,1.0317682020072554,1.485138236928525,0.1407162330226206,10,3,1.6752582950203911,0.1816918554243521,14,1.4587159481783978,0.12931924993645755,9,5
bus_38,38,광주,2.5996415085274727,0.4728023248003827,1.4850559830940158,0.14049557013685038,11,3,1.678493378152243,0.18420352692703615,14,1.4943693102485585,0.13509799464870015,10,4
bus_26,26,부천,5.504715668136118,1.0011543348275262,1.4892884294534676,0.14030224422872792,18,3,1.6787461862052493,0.18737093412883474,13,1.4862532038761302,0.1338302959468673,10,3
bus_186,186,중부산,2.3864935909311096,0.4340366601364867,1.4607162304318326,0.1355970333970914,11,3,1.6798996874169587,0.18470994989722556,13,1.4547386367823683,0.12602843881955636,10,3
bus_126,126,광주전남,3.2774602537454864,0.5960786602032141,1.4793567421108096,0.1362449127689048,19,3,1.6803342031948312,0.18609718261460237,13,1.4379067997466088,0.12227631786027442,11,2
bus_107,107,무주,0.21103307355750286,0.03838103348498796,1.432300246768882,0.1239901767561572,19,3,1.6805114984976712,0.18541251071923925,13,1.380189302394644,0.10689088184094937,18,5
bus_181,181,북부산,3.3990796858364507,0.6181978447311152,1.4772896945473626,0.1383066972100649,10,4,1.6812201577608796,0.18276991080857122,14,1.4728383739884336,0.1299097073921402,10,4
bus_175,175,기장,1.1985412282072812,0.2179812398004415,1.4517135478036705,0.13257563800134345,11,3,1.6836502008019139,0.18546617769820067,13,1.4455741817543597,0.12309153765706984,10,3
bus_25,25,인천,4.956782696994124,0.9015006011335069,1.4833495467625502,0.13941680879566745,18,3,1.684292006283371,0.18667107880586659,13,1.4763080615944124,0.13075097595752225,10,3
bus_190,190,사천,0.9760373609561472,0.17751398869357604,1.4651839194772096,0.1364256270590225,10,3,1.6873124894255733,0.18564366845634514,14,1.414980387331461,0.11601681448997431,9,5
bus_1,1,철원,0.4338579748143843,0.0789066717286027,1.4126867739268014,0.1220941756547864,11,3,1.6999353765989793,0.19046232737996077,13,1.3895551107353552,0.10809103028705028,10,3
bus_68,68,양양,0.4550713032794149,0.08276478485001604,1.4430321249856952,0.12505526801527336,19,3,1.7078122064540198,0.1928172535363894,13,1.3496849132121767,0.0988279190612044,18,5
bus_27,27,영종,0.17858290907668417,0.03247925312167301,1.4208509005485688,0.12487751377018673,11,3,1.7082084208045902,0.19271485931095503,13,1.4157214871246604,0.11414258996452373,10,3
bus_180,180,진주,3.122837512385274,0.5679570936940201,1.4091764369732418,0.12177723618548462,11,3,1.7166867920948008,0.19290426243644396,13,1.2799904445469064,0.07751033207309377,9,4
bus_77,77,원주,2.5659306605599927,0.46667126125268427,1.4916657559234132,0.14296831565601112,11,3,1.7192160915976298,0.19220318431498348,13,1.496415047208152,0.13583055861512833,10,3
bus_72,72,홍천,0.7094620298849312,0.12903136681995678,1.4908217749364896,0.1364057985518164,19,3,1.7208600833321852,0.1936799561458056,13,1.4147796401111283,0.11650240353714246,10,3
bus_136,136,영암,1.161818645326864,0.21130242562487828,1.5091126972915065,0.1559004716962672,10,4,1.7291760894740118,0.2028486199735334,14,1.448815896430622,0.12778569240415943,9,5
bus_189,189,고성,0.7491725900168655,0.13625361076702272,1.4665960349577716,0.135478140026985,11,3,1.7340672152736558,0.19735358585931886,14,1.3021289873026198,0.08485029330341255,9,5
bus_20,20,하남,2.359102123782586,0.42905491580557276,1.5416353313288218,0.14239334794339467,19,3,1.7401473791896613,0.19155516330935674,19,1.4694745762584893,0.13068404335284642,18,1
bus_69,69,인제,0.3952117384038908,0.07187799859820003,1.4594722550924866,0.13348597361383754,11,3,1.7508179359535498,0.20026991934705768,13,1.4420628585111805,0.11951844407639495,10,3
bus_94,94,영덕,0.2837192342416519,0.051600619970105295,1.492460227364482,0.14104777626641718,18,3,1.762112674631468,0.20506862200057452,13,1.4300566150754241,0.12074065893334525,11,2
bus_65,65,속초고성,0.8258152110392323,0.15019276710042637,1.5360629859287336,0.14663437130894344,18,3,1.7722315949376097,0.2063514948861747,13,1.4544115810595692,0.12541385636328362,18,5
bus_5,5,가평,0.666035277501612,0.12113325109207163,1.5204563898610115,0.13889204383297468,19,3,1.774058404800047,0.20701062459552763,13,1.4175866358203386,0.11302043039304879,18,5
bus_67,67,양구,0.21329859815440738,0.03879306925714934,1.4934432797733828,0.14171238864006722,11,3,1.7752896563982385,0.2058262748824056,13,1.509756956279937,0.1359917334091595,10,3
bus_66,66,화천,0.28161630278721744,0.05121815535823824,1.4798208136890958,0.1384018864673891,11,3,1.7754974648166768,0.20533537291590948,13,1.4652492333906806,0.12518779984525133,10,3
bus_157,157,서대구,4.107381499935974,0.7470182006409862,1.5440381868156363,0.15600668145921273,11,3,1.776335167331338,0.20420211560972035,13,1.5449040721279454,0.14677887522031696,10,3
